activePower,apparentPower,current,harmonic1,harmonic2,harmonic3,harmonic4,harmonic5,harmonic6,harmonic7,harmonic8,harmonic9,phase,reactivePower,voltage
356,356,97,22766,852,448,241,937,586,704,249,708,167,5,36221
356,356,97,22651,68,510,295,621,276,1343,1195,799,170,5,36205
357,357,97,23036,237,956,505,686,101,898,88,1349,178,5,36203
356,356,97,22728,577,1001,367,418,714,559,224,1587,201,6,36190
355,355,97,22403,252,634,506,596,737,1286,358,804,149,4,36177
357,357,97,23203,418,464,710,491,80,379,415,841,146,4,36199
356,356,97,22597,197,1098,875,1011,588,1307,364,1560,169,5,36201
357,357,97,23054,562,935,427,639,349,1336,720,2083,166,5,36202
355,355,96,22219,364,680,162,1154,73,1058,743,1387,147,4,36185
355,355,97,22355,675,476,1058,1235,427,1265,268,1323,181,5,36182
357,357,97,23142,282,756,830,527,276,1245,319,1566,160,5,36183
357,357,97,23120,657,737,608,426,713,700,95,1410,161,5,36203
355,355,97,22505,495,1277,487,907,492,1035,585,1146,85,2,36201
355,355,97,22614,826,832,365,311,249,301,395,1412,158,5,36194
355,355,97,22448,404,1145,795,344,531,1064,318,677,143,4,36170
354,354,96,22029,380,1031,319,746,675,1481,97,776,151,4,36190
355,355,97,22429,484,562,577,484,633,1064,183,1333,139,4,36202
355,356,97,22510,852,139,149,833,633,1191,115,1350,179,5,36213
356,356,97,22840,613,1510,284,450,779,1288,352,979,157,5,36184
356,356,97,22827,611,666,618,1614,240,1146,645,1197,164,5,36186
355,355,96,22321,1094,761,196,735,118,1375,335,1915,152,4,36171
354,354,96,21808,346,1074,201,128,846,880,294,428,153,4,36194
355,355,96,22311,386,374,535,570,246,505,579,1055,141,4,36189
356,356,97,22942,255,778,747,900,383,959,374,1531,97,3,36194
356,356,97,22754,377,1281,1247,786,229,1235,671,1259,163,5,36190
356,356,97,23040,931,307,458,924,463,190,186,1330,170,5,36180
355,355,97,22577,195,661,389,734,639,1106,652,1093,183,5,36177
355,355,97,22272,621,1256,451,268,858,821,624,952,106,3,36199
356,356,97,22618,554,341,256,772,239,558,418,1450,111,3,36201
356,356,97,22846,517,923,148,673,542,787,1005,1444,153,4,36188
355,355,96,22238,648,539,645,540,327,665,539,845,177,5,36192
355,355,97,22497,486,652,352,605,873,1378,261,1286,153,4,36205
356,356,97,22733,885,996,182,1175,525,1351,613,1778,164,5,36209
356,356,97,22763,635,628,347,985,208,1025,304,747,178,5,36197
355,355,97,22519,277,482,474,412,661,1183,327,1214,151,4,36193
357,357,97,23246,363,576,486,513,755,1417,439,1348,168,5,36200
356,356,97,22818,480,1113,365,581,410,730,1130,1126,125,4,36202
356,356,97,22523,443,303,465,669,457,744,445,907,165,5,36216
355,355,96,22186,656,1445,536,460,411,1173,359,1978,186,5,36201
354,354,96,22094,153,374,571,710,785,1022,555,936,174,5,36177
355,355,97,22321,752,292,280,532,884,1120,620,1443,170,5,36201
355,355,97,22358,1503,709,190,785,725,470,989,1305,159,5,36213
355,355,97,22293,304,568,692,766,372,792,398,988,191,6,36183
356,356,97,22871,400,812,1165,355,588,478,829,1345,204,6,36175
354,354,96,22134,351,807,307,550,231,746,155,1136,113,3,36175
355,355,97,22397,811,429,540,774,176,379,458,1405,154,4,36187
355,355,96,22160,729,555,548,552,989,416,154,1731,165,5,36224
356,356,97,22885,94,572,593,524,563,931,67,440,146,4,36218
356,356,97,22762,353,756,351,300,504,1878,658,1112,148,4,36185
354,354,96,22096,792,949,234,734,357,1377,209,1560,172,5,36183
356,356,97,22728,124,1395,728,153,230,1646,520,1381,111,3,36201
354,354,96,21923,413,1308,474,577,101,943,470,1585,165,5,36195
354,354,96,22165,490,768,504,1046,142,908,355,1637,152,4,36182
356,356,97,22815,785,645,389,672,202,840,357,1010,165,5,36194
356,356,97,22853,844,1341,418,1356,112,1402,958,1292,180,5,36200
355,355,97,22582,363,947,886,439,632,755,215,1236,120,3,36191
355,355,96,22214,589,475,718,1368,124,1178,567,1090,127,4,36199
356,356,97,22587,549,1075,899,508,1066,419,717,1563,116,3,36210
354,355,96,22154,339,465,626,569,203,1248,371,704,203,6,36202
356,356,97,22848,572,952,684,824,42,542,492,1461,214,6,36157
355,355,97,22481,216,1062,179,1039,123,564,143,876,134,4,36144
355,355,97,22494,399,473,278,672,470,1059,497,1459,164,5,36165
356,356,97,22887,481,314,273,570,370,1192,572,1275,145,4,36202
357,357,97,23091,549,836,568,482,288,938,561,928,184,5,36196
355,355,97,22698,949,538,491,552,447,1186,517,938,176,5,36172
355,355,97,22397,626,218,588,1316,211,992,391,1537,179,5,36179
356,356,97,22908,688,616,445,1084,355,753,667,1404,159,5,36193
356,356,97,22776,244,1098,584,723,424,1328,232,479,209,6,36202
356,356,97,22929,618,995,904,577,521,421,416,566,157,5,36189
355,355,97,22337,936,1242,228,1103,777,1009,132,1352,200,6,36175
355,355,97,22531,513,349,545,592,539,607,732,1339,136,4,36157
356,356,97,23031,519,834,278,1353,181,1048,494,1306,147,4,36155
355,355,97,22465,739,808,263,1241,292,1066,506,53,140,4,36179
355,355,97,22377,899,667,296,501,453,733,782,1362,135,4,36188
353,353,96,21817,239,1375,377,634,715,675,635,1435,108,3,36152
354,354,96,22283,383,725,204,935,185,1212,318,851,158,5,36132
354,354,97,22326,408,913,173,253,994,1353,629,1392,198,6,36150
354,354,96,22045,164,1412,221,696,605,659,807,914,163,5,36167
355,356,97,22672,471,354,84,556,127,331,247,1224,192,6,36182
357,357,97,23314,363,307,346,1296,692,965,190,917,199,6,36180
354,354,96,22136,528,279,910,1203,380,678,389,1368,121,3,36161
356,356,97,22915,523,798,213,300,528,982,299,937,133,4,36157
355,355,97,22424,456,776,119,770,532,866,763,1070,190,6,36172
356,356,97,22765,170,1146,464,118,242,1287,669,688,181,5,36180
355,355,97,22519,722,1673,583,847,308,1424,318,492,126,4,36179
354,355,96,22196,801,1390,886,1106,512,1168,615,1303,176,5,36187
356,357,97,23077,726,498,252,895,867,1090,47,1095,132,4,36183
356,356,97,22695,672,638,306,993,423,960,640,1353,173,5,36186
355,355,97,22451,178,1150,278,810,760,1033,532,228,166,5,36179
355,355,97,22596,335,229,637,1051,346,1238,610,1264,185,5,36169
355,355,97,22495,463,414,449,956,437,995,192,1300,167,5,36155
356,356,97,23129,960,1052,452,425,402,756,238,1177,159,5,36164
355,355,97,22511,400,884,502,488,76,525,146,1495,189,6,36165
355,355,97,22379,693,456,262,1271,331,1084,239,1331,179,5,36169
356,356,97,22753,186,544,546,1115,471,1642,499,1428,170,5,36171
356,356,97,22886,60,227,308,672,326,1239,300,1590,161,5,36169
355,355,97,22488,825,739,292,333,424,1031,149,1541,197,6,36190
356,356,97,22717,386,894,385,305,606,381,568,1662,144,4,36184
355,355,97,22584,476,1468,254,346,336,785,231,1394,192,6,36174
355,355,97,22485,865,704,418,1006,300,847,251,1232,190,6,36158
355,355,97,22712,702,439,914,817,237,1192,184,882,126,4,36171
357,357,97,23320,216,1849,853,879,777,409,451,420,161,5,36182
355,355,97,22535,953,1095,264,907,398,1054,285,1419,64,2,36176
